ARPU,ARPU_missing,ARPU_imputed_median,ARPU_log1p,ARPU_zscore,ARPU_iqr_outlier,CHURN,churn_binary
25.84,0,25.84,3.289893312103481,0.06130337749092789,0,No,0
10.33,0,10.33,2.427454075039915,-0.6184245575733684,0,No,0
25.84,0,25.84,3.289893312103481,0.06130337749092789,0,No,0
51.67,0,51.67,3.964046033495298,1.1933067664471353,1,No,0
8.61,0,8.61,2.262804222982201,-0.693803799888687,0,No,0
17.22,0,17.22,2.9025198918318122,-0.31646933690328455,0,No,0
12.92,0,12.92,2.6333266549062735,-0.5049174426915808,0,No,0
12.92,0,12.92,2.6333266549062735,-0.5049174426915808,0,No,0
12.96,0,12.96,2.6361960973342264,-0.5031644370563407,0,No,0
25.92,0,25.92,3.2928695047765273,0.0648093887614079,0,No,0
10.37,0,10.37,2.4309783077624445,-0.6166715519381285,0,No,0
12.96,0,12.96,2.6361960973342264,-0.5031644370563407,0,No,0
17.28,0,17.28,2.905807566026004,-0.3138398284504245,0,No,0
7.4,0,7.4,2.128231705849268,-0.7468322203546958,0,No,0
4.32,0,4.32,1.6714733033535532,-0.8818136542681732,0,No,0
7.43,0,7.43,2.131796772013764,-0.7455174661282659,0,No,0
10.4,0,10.4,2.4336133554004498,-0.6153567977116985,0,No,0
10.4,0,10.4,2.4336133554004498,-0.6153567977116985,0,No,0
52.0,0,52.0,3.970291913552122,1.2077690629378648,1,No,0
13.04,0,13.04,2.641910398597665,-0.4996584257858609,0,Yes,1
26.09,0,26.09,3.2991646560970036,0.07225966271117766,0,No,0
13.04,0,13.04,2.641910398597665,-0.4996584257858609,0,No,0
52.17,0,52.17,3.973494327516247,1.2152193368876347,1,No,0
10.43,0,10.43,2.4362414778067194,-0.6140420434852686,0,No,0
17.44,0,17.44,2.914522218128448,-0.3068278059094647,0,No,0
13.08,0,13.08,2.644755350729896,-0.4979054201506209,0,No,0
7.48,0,7.48,2.1377104498038118,-0.7433262090842159,0,No,0
10.5,0,10.5,2.4423470353692043,-0.6109742836235986,0,No,0
26.25,0,26.25,3.305053521109253,0.07927168525213753,0,No,0
13.17,0,13.17,2.6511270537025893,-0.49396115747133096,0,No,0
13.17,0,13.17,2.6511270537025893,-0.49396115747133096,0,Yes,1
13.17,0,13.17,2.6511270537025893,-0.49396115747133096,0,No,0
13.17,0,13.17,2.6511270537025893,-0.49396115747133096,0,No,0
17.61,0,17.61,2.9236990706541595,-0.2993775319596949,0,No,0
13.21,0,13.21,2.6539459421090092,-0.49220815183609096,0,No,0
17.61,0,17.61,2.9236990706541595,-0.2993775319596949,0,No,0
17.61,0,17.61,2.9236990706541595,-0.2993775319596949,0,No,0
26.42,0,26.42,3.3112726741341683,0.08672195920190746,0,No,0
17.67,0,17.67,2.9269179575536315,-0.2967480235068348,0,No,0
13.25,0,13.25,2.6567569067146595,-0.490455146200851,0,No,0
8.83,0,8.83,2.285438934159075,-0.6841622688948671,0,No,0
26.5,0,26.5,3.3141860046725258,0.09022797047238731,0,No,0
10.6,0,10.6,2.451005098112319,-0.6065917695354986,0,No,0
8.86,0,8.86,2.288486168614544,-0.6828475146684372,0,No,0
26.67,0,26.67,3.3203487937988347,0.09767824442215724,0,No,0
26.67,0,26.67,3.3203487937988347,0.09767824442215724,0,No,0
10.67,0,10.67,2.4570214462984645,-0.6035240096738288,0,No,0
26.67,0,26.67,3.3203487937988347,0.09767824442215724,0,No,0
26.67,0,26.67,3.3203487937988347,0.09767824442215724,0,No,0
8.92,0,8.92,2.2945529212967815,-0.6802180062155773,0,No,0
26.75,0,26.75,3.3232358401924436,0.10118425569263709,0,No,0
8.92,0,8.92,2.2945529212967815,-0.6802180062155773,0,No,0
13.38,0,13.38,2.6658383522929006,-0.4847578778863211,0,No,0
13.38,0,13.38,2.6658383522929006,-0.4847578778863211,0,Yes,1
53.5,0,53.5,3.9982007016691985,1.2735067742593635,1,No,0
17.83,0,17.83,2.935451342669061,-0.28973600096587515,0,No,0
10.73,0,10.73,2.462149662665384,-0.6008945012209688,0,No,0
26.84,0,26.84,3.326473835466219,0.10512851837192701,0,No,0
10.73,0,10.73,2.462149662665384,-0.6008945012209688,0,No,0
17.89,0,17.89,2.9386326815134183,-0.28710649251301507,0,No,0
8.95,0,8.95,2.2975725511705014,-0.6789032519891472,0,No,0
13.46,0,13.46,2.671386216730619,-0.4812518666158412,0,No,0
17.94,0,17.94,2.9412760877579323,-0.2849152354689651,0,No,0
9.0,0,9.0,2.302585092994046,-0.6767119949450973,0,No,0
18.0,0,18.0,2.9444389791664403,-0.2822857270161052,0,No,0
10.8,0,10.8,2.468099531471619,-0.5978267413592988,0,No,0
18.0,0,18.0,2.9444389791664403,-0.2822857270161052,0,No,0
18.06,0,18.06,2.947591898226056,-0.2796562185632453,0,No,0
18.06,0,18.06,2.947591898226056,-0.2796562185632453,0,No,0
10.87,0,10.87,2.4740142086215764,-0.594758981497629,0,No,0
7.76,0,7.76,2.1701959049483,-0.7310551696375361,0,No,0
54.33,0,54.33,4.013315256910018,1.3098816411905927,1,No,0
18.11,0,18.11,2.950211758252182,-0.2774649615191953,0,No,0
10.87,0,10.87,2.4740142086215764,-0.594758981497629,0,No,0
13.63,0,13.63,2.683074215032033,-0.4738015926660713,0,No,0
27.25,0,27.25,3.34109345759245,0.12309682613313665,0,No,0
13.63,0,13.63,2.683074215032033,-0.4738015926660713,0,No,0
