variant,model,scenario,fn_cost,fp_cost,tp_benefit,retention_rate,cost_ratio,theoretical_threshold,threshold,expected_net_value,tp,fp,fn,tn,recall,precision,f1
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.57,-429480.0,22,258,87,1321,0.2018348623853211,0.07857142857142857,0.11311053984575835
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.58,-441960.0,20,218,89,1361,0.1834862385321101,0.08403361344537816,0.11527377521613832
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.59,-471840.0,16,179,93,1400,0.14678899082568808,0.08205128205128205,0.10526315789473684
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.6,-467040.0,16,139,93,1440,0.14678899082568808,0.1032258064516129,0.12121212121212122
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.61,-480720.0,14,109,95,1470,0.12844036697247707,0.11382113821138211,0.1206896551724138
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.62,-503760.0,11,85,98,1494,0.10091743119266056,0.11458333333333333,0.1073170731707317
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.63,-543840.0,6,59,103,1520,0.05504587155963303,0.09230769230769231,0.06896551724137931
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.64,-550560.0,5,43,104,1536,0.045871559633027525,0.10416666666666667,0.06369426751592357
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.65,-557040.0,4,25,105,1554,0.03669724770642202,0.13793103448275862,0.057971014492753624
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.66,-564720.0,3,17,106,1562,0.027522935779816515,0.15,0.046511627906976744
