column,column_ko,column_description,group_type,group,rows,yes_count,no_count,yes_rate,no_rate,yes_rate_percent,no_rate_percent,path
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6430,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6430_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6432,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6432_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6440,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6440_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6442,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6442_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6460,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6460_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6465,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6465_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6480,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6480_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6530,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6530_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6568,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6568_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6607,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6607_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6631,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6631_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6641,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6641_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6826,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6826_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6830,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6830_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6858,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6858_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6860,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6860_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6861,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6861_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6865,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6865_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6870,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6870_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6872,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6872_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6875,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6875_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6880,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6880_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6885,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6885_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,7005,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_7005_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,7007,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_7007_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,7300,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_7300_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,7500,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_7500_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8005,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8005_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8241,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8241_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8260,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8260_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8444,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8444_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8470,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8470_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8631,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8631_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8875,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8875_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8881,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8881_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8919,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8919_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8939,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8939_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8947,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8947_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8948,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8948_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,8960,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8960_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,9000,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_9000_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,9101,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_9101_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,9283,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_9283_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,9644,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_9644_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,SME,284,25,259,0.0880281690140845,0.9119718309859155,8.80281690140845,91.19718309859155,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\SME_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Platinum,537,46,491,0.0856610800744879,0.9143389199255121,8.56610800744879,91.43389199255121,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Platinum_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Gold,1453,117,1336,0.0805230557467309,0.9194769442532691,8.05230557467309,91.94769442532692,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Gold_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Silver,2040,146,1894,0.07156862745098039,0.9284313725490196,7.156862745098039,92.84313725490196,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Silver_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Bronze,3820,205,3615,0.05366492146596859,0.9463350785340314,5.366492146596859,94.63350785340315,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Bronze_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Iron,246,9,237,0.036585365853658534,0.9634146341463414,3.6585365853658534,96.34146341463415,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Iron_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,SE,41,1,40,0.024390243902439025,0.975609756097561,2.4390243902439024,97.5609756097561,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\SE_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,Lead,27,0,27,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\Lead_churn.csv
CRM_PID_Value_Segment,CRM 고객가치 등급,"CRM 기준 고객가치 등급이다. Bronze, Silver, Gold, Platinum, SME 등으로 구분된다.",category_value,missing,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\CRM_PID_Value_Segment\missing_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,VSE,1795,159,1636,0.08857938718662953,0.9114206128133705,8.857938718662952,91.14206128133705,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\VSE_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,SME,284,25,259,0.0880281690140845,0.9119718309859155,8.80281690140845,91.19718309859155,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\SME_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,Other,29,2,27,0.06896551724137931,0.9310344827586207,6.896551724137931,93.10344827586206,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\Other_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,SOHO,6301,362,5939,0.057451198222504364,0.9425488017774957,5.7451198222504365,94.25488017774957,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\SOHO_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,SE,42,1,41,0.023809523809523808,0.9761904761904762,2.380952380952381,97.61904761904762,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\SE_churn.csv
EffectiveSegment,실질 비즈니스 세그먼트,"실제 사업 규모/유형 세그먼트다. SOHO, VSE, SME 등이 포함된다.",category_value,LE,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\EffectiveSegment\LE_churn.csv
Not_Active_subscribers,비활성 가입자 수,가입은 되어 있지만 활성 상태가 아닌 가입자 수다. 결측 자체도 의미가 있을 수 있다.,numeric_bin,"(5.0, 214.0]",724,59,665,0.08149171270718232,0.9185082872928176,8.149171270718233,91.85082872928176,
Not_Active_subscribers,비활성 가입자 수,가입은 되어 있지만 활성 상태가 아닌 가입자 수다. 결측 자체도 의미가 있을 수 있다.,numeric_bin,"(2.0, 3.0]",497,39,458,0.07847082494969819,0.9215291750503019,7.847082494969819,92.15291750503019,
Not_Active_subscribers,비활성 가입자 수,가입은 되어 있지만 활성 상태가 아닌 가입자 수다. 결측 자체도 의미가 있을 수 있다.,numeric_bin,"(3.0, 5.0]",541,41,500,0.07578558225508318,0.9242144177449169,7.578558225508318,92.42144177449168,
Not_Active_subscribers,비활성 가입자 수,가입은 되어 있지만 활성 상태가 아닌 가입자 수다. 결측 자체도 의미가 있을 수 있다.,numeric_bin,"(0.999, 2.0]",2542,161,2381,0.06333595594020457,0.9366640440597954,6.333595594020457,93.66640440597955,
Not_Active_subscribers,비활성 가입자 수,가입은 되어 있지만 활성 상태가 아닌 가입자 수다. 결측 자체도 의미가 있을 수 있다.,numeric_bin,missing,4149,249,3900,0.060014461315979754,0.9399855386840202,6.001446131597976,93.99855386840203,
Suspended_subscribers,정지 가입자 수,정지 상태 가입자 수다. 결측률이 매우 높아 결측 여부를 별도 신호로 본다.,numeric_bin,"(0.999, 22.0]",352,31,321,0.08806818181818182,0.9119318181818182,8.806818181818182,91.19318181818183,
Suspended_subscribers,정지 가입자 수,정지 상태 가입자 수다. 결측률이 매우 높아 결측 여부를 별도 신호로 본다.,numeric_bin,missing,8101,518,7583,0.0639427231206024,0.9360572768793977,6.39427231206024,93.60572768793976,
TotalRevenue,총 매출,고객 단위 총 매출이다.,numeric_bin,"(222.33, 499.83]",1688,149,1539,0.08827014218009478,0.9117298578199052,8.827014218009479,91.17298578199052,
TotalRevenue,총 매출,고객 단위 총 매출이다.,numeric_bin,"(138.534, 222.33]",1693,129,1564,0.07619610159480213,0.9238038984051978,7.619610159480213,92.38038984051978,
TotalRevenue,총 매출,고객 단위 총 매출이다.,numeric_bin,"(94.67, 138.534]",1685,118,1567,0.07002967359050445,0.9299703264094955,7.002967359050445,92.99703264094956,
TotalRevenue,총 매출,고객 단위 총 매출이다.,numeric_bin,"(64.83, 94.67]",1695,85,1610,0.05014749262536873,0.9498525073746312,5.014749262536873,94.98525073746312,
TotalRevenue,총 매출,고객 단위 총 매출이다.,numeric_bin,"(4.669, 64.83]",1692,68,1624,0.04018912529550828,0.9598108747044918,4.0189125295508275,95.98108747044918,
Total_SUBs,전체 가입자 수,고객이 보유한 전체 가입자 수다.,numeric_bin,"(14.0, 235.0]",1502,143,1359,0.0952063914780293,0.9047936085219707,9.52063914780293,90.47936085219706,
Total_SUBs,전체 가입자 수,고객이 보유한 전체 가입자 수다.,numeric_bin,"(9.0, 14.0]",1467,104,1363,0.070892978868439,0.929107021131561,7.0892978868439,92.91070211315609,
Total_SUBs,전체 가입자 수,고객이 보유한 전체 가입자 수다.,numeric_bin,"(4.0, 6.0]",1808,111,1697,0.06139380530973451,0.9386061946902655,6.139380530973451,93.86061946902655,
Total_SUBs,전체 가입자 수,고객이 보유한 전체 가입자 수다.,numeric_bin,"(6.0, 9.0]",1669,96,1573,0.057519472738166565,0.9424805272618334,5.751947273816657,94.24805272618335,
Total_SUBs,전체 가입자 수,고객이 보유한 전체 가입자 수다.,numeric_bin,"(0.999, 4.0]",2007,95,1912,0.04733432984554061,0.9526656701544594,4.733432984554061,95.26656701544593,
