column,column_ko,column_description,value,rows,yes_count,no_count,churners,churn_rate,yes_rate,no_rate,yes_rate_percent,no_rate_percent,total_revenue_mean,arpu_mean,active_rate_mean,path
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4218,10,1,9,1,0.1,0.1,0.9,10.0,90.0,130.69899999999998,22.367,0.8679568797215858,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4218_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4409,10,1,9,1,0.1,0.1,0.9,10.0,90.0,106.21700000000001,22.012,0.8733295689817429,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4409_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4960,10,0,10,0,0.0,0.0,1.0,0.0,100.0,203.61599999999999,24.880000000000003,0.8319642857142856,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4960_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4030,9,1,8,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,11.11111111111111,88.88888888888889,200.7411111111111,30.143333333333334,0.7863408521303258,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4030_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6570,9,1,8,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,11.11111111111111,88.88888888888889,178.63888888888886,17.706666666666663,0.899719887955182,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6570_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4204,8,1,7,1,0.125,0.125,0.875,12.5,87.5,201.5625,19.01625,0.9262152777777778,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4204_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4530,8,1,7,1,0.125,0.125,0.875,12.5,87.5,116.81375,20.35875,0.772704248366013,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4530_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6003,8,1,7,1,0.125,0.125,0.875,12.5,87.5,152.29125,22.177500000000002,0.8156746031746032,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6003_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4027,8,0,8,0,0.0,0.0,1.0,0.0,100.0,183.875,49.6725,0.5926796157059315,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4027_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4130,8,0,8,0,0.0,0.0,1.0,0.0,100.0,95.72874999999999,16.88625,0.8552083333333333,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4130_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4172,8,0,8,0,0.0,0.0,1.0,0.0,100.0,117.21000000000001,20.479999999999997,0.7608851674641148,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4172_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4360,8,0,8,0,0.0,0.0,1.0,0.0,100.0,114.48,23.293750000000003,0.8714285714285714,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4360_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4407,8,0,8,0,0.0,0.0,1.0,0.0,100.0,129.33249999999998,21.4525,0.9791666666666667,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4407_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4990,8,0,8,0,0.0,0.0,1.0,0.0,100.0,81.70875000000001,26.5225,0.88125,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4990_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4109,7,2,5,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,28.57142857142857,71.42857142857143,126.38142857142854,26.38,0.7874236874236874,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4109_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4107,7,1,6,1,0.14285714285714285,0.14285714285714285,0.8571428571428571,14.285714285714285,85.71428571428571,110.02714285714285,21.529999999999998,0.7761544011544012,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4107_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4137,7,1,6,1,0.14285714285714285,0.14285714285714285,0.8571428571428571,14.285714285714285,85.71428571428571,196.30714285714285,22.382857142857144,0.8694444444444445,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4137_churn.csv
