variant,family,model_name,train_kind,threshold,f1,f2,recall,precision,accuracy,balanced_accuracy,roc_auc,pr_auc,mcc,tp,fp,fn,tn,predicted_positive_rate
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.03,0.12144846796657381,0.25683317624882185,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5513976581667654,0.07700577714453664,0.006400751466496426,109,1577,0,1,0.999407231772377
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.04,0.12144846796657381,0.25683317624882185,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5513976581667654,0.07700577714453664,0.006400751466496426,109,1577,0,1,0.999407231772377
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.05,0.12151616499442586,0.25695426685525696,1.0,0.06468842729970327,0.06579727326615294,0.5006337135614702,0.5513976581667654,0.07700577714453664,0.009054715197067445,109,1576,0,2,0.998814463544754
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.06,0.12158393753485779,0.25707547169811323,1.0,0.06472684085510688,0.06639004149377593,0.5009505703422054,0.5513976581667654,0.07700577714453664,0.011093008181869195,109,1575,0,3,0.998221695317131
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.07,0.1217877094972067,0.25743977326405293,1.0,0.06484235574063058,0.06816834617664493,0.5019011406844106,0.5513976581667654,0.07700577714453664,0.015701875083666984,109,1572,0,6,0.996443390634262
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.08,0.12199216564073867,0.2578051087984863,1.0,0.06495828367103695,0.06994665085951393,0.502851711026616,0.5513976581667654,0.07700577714453664,0.01924797411753996,109,1569,0,9,0.994665085951393
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.09,0.12206047032474804,0.2579271178419309,1.0,0.06499701848539058,0.07053941908713693,0.5031685678073511,0.5513976581667654,0.07700577714453664,0.02029519452218241,109,1568,0,10,0.99407231772377
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.1,0.12212885154061624,0.25804924242424243,1.0,0.06503579952267304,0.07113218731475993,0.5034854245880862,0.5513976581667654,0.07700577714453664,0.021292128816169056,109,1567,0,11,0.993479549496147
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.11,0.12247191011235956,0.2586616041765543,1.0,0.06523040095751047,0.07409602845287493,0.5050697084917617,0.5513976581667654,0.07700577714453664,0.025717663877394187,109,1562,0,16,0.990515708358032
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.12,0.12281690140845071,0.2592768791627022,1.0,0.06542617046818727,0.07705986959098993,0.5066539923954373,0.5513976581667654,0.07700577714453664,0.029507464843930603,109,1557,0,21,0.9875518672199171
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.13,0.12288613303269448,0.25940028557829603,1.0,0.06546546546546547,0.07765263781861292,0.5069708491761724,0.5513976581667654,0.07700577714453664,0.0302109214029523,109,1556,0,22,0.9869590989922941
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.14,0.12217194570135746,0.2577565632458234,0.9908256880733946,0.0650994575045208,0.08002371072910491,0.5039679771165452,0.5513976581667654,0.07700577714453664,0.0152708669845167,108,1551,1,27,0.983402489626556
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.15,0.12224108658743633,0.25787965616045844,0.9908256880733946,0.06513872135102533,0.08061647895672792,0.5042848338972803,0.5513976581667654,0.07700577714453664,0.016208374888353413,108,1550,1,28,0.982809721398933
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.16,0.12237960339943343,0.25812619502868067,0.9908256880733946,0.06521739130434782,0.08180201541197392,0.5049185474587505,0.5513976581667654,0.07700577714453664,0.018006221870027046,108,1548,1,30,0.981624184943687
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.17,0.12272727272727273,0.2587446094873023,0.9908256880733946,0.06541490006056935,0.08476585655008892,0.506502831362426,0.5513976581667654,0.07700577714453664,0.022124550127494126,108,1543,1,35,0.978660343805572
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.18,0.12293682413204325,0.2591170825335892,0.9908256880733946,0.06553398058252427,0.08654416123295791,0.5074534017046314,0.5513976581667654,0.07700577714453664,0.024385988532915667,108,1540,1,38,0.976882039122703
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.19,0.12235563178959405,0.25770712909441235,0.981651376146789,0.06524390243902439,0.09010077059869591,0.5050842432064744,0.5513976581667654,0.07700577714453664,0.015189805330937951,107,1533,2,45,0.972139893301719
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.2,0.12242562929061784,0.25783132530120484,0.981651376146789,0.0652837095790116,0.0906935388263189,0.5054010999872095,0.5513976581667654,0.07700577714453664,0.015972351747428507,107,1532,2,46,0.971547125074096
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.21,0.12048192771084337,0.2536231884057971,0.963302752293578,0.06425948592411261,0.0912863070539419,0.49717735840280924,0.5513976581667654,0.07700577714453664,-0.007955885434251592,105,1529,4,49,0.968583283935981
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.22,0.12089810017271158,0.2543604651162791,0.963302752293578,0.0644963144963145,0.0948429164196799,0.4990784990872199,0.5513976581667654,0.07700577714453664,-0.002466262546963236,105,1523,4,55,0.965026674570243
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.23,0.12131715771230503,0.25510204081632654,0.963302752293578,0.06473489519112208,0.0983995257854179,0.5009796397716305,0.5513976581667654,0.07700577714453664,0.0025025401229649084,105,1517,4,61,0.9614700652045051
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.24,0.12166859791425261,0.25572333170969314,0.963302752293578,0.06493506493506493,0.1013633669235329,0.5025639236753061,0.5513976581667654,0.07700577714453664,0.006321174897334552,105,1512,4,66,0.9585062240663901
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.25,0.12180974477958237,0.25597269624573377,0.963302752293578,0.06501547987616099,0.1025489033787789,0.5031976372367764,0.5513976581667654,0.07700577714453664,0.007778098259170275,105,1510,4,68,0.9573206876111441
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.26,0.12209302325581395,0.2564728871519297,0.963302752293578,0.06517690875232775,0.1049199762892709,0.5044650643597167,0.5513976581667654,0.07700577714453664,0.010584489122580849,105,1506,4,72,0.9549496147006521
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.27,0.12244897959183673,0.25710088148873655,0.963302752293578,0.06537982565379825,0.1078838174273859,0.5060493482633923,0.5513976581667654,0.07700577714453664,0.013912015468994218,105,1501,4,77,0.951985773562537
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.28,0.12170860152135751,0.2554027504911591,0.9541284403669725,0.065,0.11025489033787789,0.5030464762037651,0.5513976581667654,0.07700577714453664,0.006772903948512258,104,1496,5,82,0.948429164196799
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.29,0.12014134275618374,0.2518518518518518,0.9357798165137615,0.06419131529263687,0.11440426793123888,0.49672387530377554,0.5513976581667654,0.07700577714453664,-0.006886240419828109,102,1487,7,91,0.941908713692946
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.3,0.12063867534003549,0.2527254707631318,0.9357798165137615,0.06447534766118837,0.11855364552459988,0.4989418727689213,0.5513976581667654,0.07700577714453664,-0.0021534596869581283,102,1480,7,98,0.9377593360995851
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.31,0.12157330154946365,0.2543640897755611,0.9357798165137615,0.06500956022944551,0.12625963248369887,0.5030610109184778,0.5513976581667654,0.07700577714453664,0.005900776253807663,102,1467,7,111,0.9300533491404861
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.32,0.12222887956860395,0.25551102204408815,0.9357798165137615,0.06538461538461539,0.13159454653230587,0.5059127219450937,0.5513976581667654,0.07700577714453664,0.011018438209685767,102,1458,7,120,0.9247184350918791
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.33,0.12161348585189645,0.2540241448692153,0.926605504587156,0.06507731958762887,0.13515115589804386,0.5035435634469366,0.5513976581667654,0.07700577714453664,0.006421318542430808,101,1451,8,127,0.919976289270895
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.34,0.12317073170731707,0.25673614641586173,0.926605504587156,0.0659699542782495,0.14759928867812686,0.5101975558423739,0.5513976581667654,0.07700577714453664,0.01730784278938902,101,1430,8,148,0.9075281564908121
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.35,0.12385039852851011,0.2579162410623085,0.926605504587156,0.06636005256241786,0.15293420272673386,0.5130492668689899,0.5513976581667654,0.07700577714453664,0.021598995733406647,101,1421,8,157,0.9021932424422051
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.36,0.12492269635126778,0.25977366255144035,0.926605504587156,0.06697612732095491,0.16123295791345585,0.5174852617992814,0.5513976581667654,0.07700577714453664,0.02791526127464605,101,1407,8,171,0.8938944872554832
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.37,0.125,0.2594706798131811,0.9174311926605505,0.0670690811535882,0.17012448132780084,0.5179678143277404,0.5513976581667654,0.07700577714453664,0.02756926181735926,100,1391,9,187,0.8838174273858921
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.38,0.1252371916508539,0.25943396226415094,0.908256880733945,0.06725543478260869,0.18020154119739182,0.5190840804176695,0.5513976581667654,0.07700577714453664,0.02813810507419314,99,1373,10,205,0.8725548310610551
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.39,0.12700449005772932,0.2624602332979852,0.908256880733945,0.06827586206896552,0.19324244220509781,0.5260549295938419,0.5513976581667654,0.07700577714453664,0.036866208410470794,99,1351,10,227,0.8595139300533492
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.4,0.12646675358539766,0.2606125738850081,0.8899082568807339,0.06807017543859649,0.20569057498518079,0.5241683236241439,0.5513976581667654,0.07700577714453664,0.0328084107802391,97,1328,12,250,0.8446947243627742
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.41,0.12856196156394964,0.264161220043573,0.8899082568807339,0.06928571428571428,0.22050978067575577,0.5320897431425216,0.5513976581667654,0.07700577714453664,0.041991174174616105,97,1303,12,275,0.8298755186721992
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.42,0.1307277628032345,0.26780784097183874,0.8899082568807339,0.07054545454545455,0.23532898636633076,0.5400111626608993,0.5513976581667654,0.07700577714453664,0.05066980926019377,97,1278,12,300,0.8150563129816242
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.43,0.12947658402203857,0.2641933670601461,0.8623853211009175,0.06999255398361877,0.25074096028452875,0.5354385414123092,0.5513976581667654,0.07700577714453664,0.0432469371609113,94,1249,15,329,0.7960877296976882
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.44,0.1270521056388294,0.25752314814814814,0.8165137614678899,0.06888544891640867,0.27504445761707175,0.5270781735096104,0.5513976581667654,0.07700577714453664,0.03144027283805417,89,1203,20,375,0.7658565500889153
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.45,0.1267710663683818,0.2547961630695444,0.7798165137614679,0.0689935064935065,0.3058684054534677,0.5264735293775653,0.5513976581667654,0.07700577714453664,0.029329018934387496,85,1147,24,431,0.7302904564315352
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.46,0.12848297213622292,0.25633106856084004,0.7614678899082569,0.07016060862214708,0.33254297569650265,0.5321914861455099,0.5513976581667654,0.07700577714453664,0.03458040936971484,83,1100,26,478,0.7012448132780082
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.47,0.13193885760257443,0.2611464968152866,0.7522935779816514,0.07231040564373897,0.36040308239478364,0.5428134556574924,0.5513976581667654,0.07700577714453664,0.04484437072155315,82,1052,27,526,0.6721991701244814
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.48,0.13245033112582782,0.26058631921824105,0.7339449541284404,0.07279344858962693,0.3787788974510966,0.5440954174951455,0.5513976581667654,0.07700577714453664,0.04549908821863338,80,1019,29,559,0.6514522821576764
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.49,0.12736660929432014,0.24848891873740767,0.6788990825688074,0.07027540360873694,0.3989330171902786,0.5292467529447332,0.5513976581667654,0.07700577714453664,0.02969036837785582,74,979,35,599,0.6241849436870184
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.5,0.12914798206278028,0.24965325936199723,0.6605504587155964,0.07157057654075547,0.42442205097806757,0.5343309961512075,0.5513976581667654,0.07700577714453664,0.03440413181099833,72,934,37,644,0.5963248369887374
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.51,0.12915129151291513,0.24805102763997164,0.6422018348623854,0.07179487179487179,0.44042679312388855,0.5343455308659202,0.5513976581667654,0.07700577714453664,0.03419201323244197,70,905,39,673,0.5779490219324244
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.52,0.1253616200578592,0.23826979472140764,0.5963302752293578,0.07004310344827586,0.46235921754593956,0.5247177358402809,0.5513976581667654,0.07700577714453664,0.02442927366267657,65,863,44,715,0.5500889152341435
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.53,0.12749003984063745,0.24042073628850488,0.5871559633027523,0.07150837988826815,0.48073503260225253,0.5302699968605016,0.5513976581667654,0.07700577714453664,0.029821879533713513,64,831,45,747,0.5305275637225845
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.54,0.12734864300626306,0.23735408560311283,0.5596330275229358,0.071849234393404,0.5044457617071725,0.530133370542203,0.5513976581667654,0.07700577714453664,0.029632521055264007,61,788,48,790,0.5032602252519265
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.55,0.12021857923497267,0.2214170692431562,0.5045871559633027,0.06823821339950373,0.5228215767634855,0.5143341356495854,0.5513976581667654,0.07700577714453664,0.01410953752837965,55,751,54,827,0.47777119146413755
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.56,0.12385321100917432,0.22518765638031693,0.4954128440366973,0.07077326343381389,0.5471250740960285,0.5230549644771573,0.5513976581667654,0.07700577714453664,0.022775239198856656,54,709,55,869,0.45228215767634855
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.57,0.12454212454212454,0.22251308900523561,0.46788990825688076,0.07183098591549296,0.5749851807943094,0.5251363356240044,0.5513976581667654,0.07700577714453664,0.025033539232947086,51,659,58,919,0.4208654416123296
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.58,0.12844036697247707,0.22477064220183487,0.44954128440366975,0.07492354740061162,0.6058091286307054,0.5330722898570946,0.5513976581667654,0.07700577714453664,0.033375053823757043,49,605,60,973,0.3876704208654416
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.59,0.13655761024182078,0.23300970873786409,0.44036697247706424,0.08080808080808081,0.6401896858328393,0.5471796839571633,0.5513976581667654,0.07700577714453664,0.048567804080753334,48,546,61,1032,0.3521043272080617
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.6,0.13270142180094788,0.21875,0.3853211009174312,0.08015267175572519,0.6745702430349734,0.5399355821443936,0.5513976581667654,0.07700577714453664,0.04243275822228269,42,482,67,1096,0.3106105512744517
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.61,0.12164579606440072,0.19187358916478556,0.3119266055045872,0.07555555555555556,0.7089508002371073,0.5241508819664888,0.5513976581667654,0.07700577714453664,0.02684965024417259,34,416,75,1162,0.26674570243034973
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.62,0.12631578947368421,0.18703241895261846,0.27522935779816515,0.08196721311475409,0.7540011855364552,0.5311508005720864,0.5513976581667654,0.07700577714453664,0.037159854515974096,30,336,79,1242,0.2169531713100178
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.63,0.13399503722084366,0.18493150684931506,0.24770642201834864,0.09183673469387756,0.7931238885595732,0.5392524505529006,0.5513976581667654,0.07700577714453664,0.050876156646285996,27,267,82,1311,0.17427385892116182
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.64,0.14534883720930233,0.18628912071535023,0.22935779816513763,0.10638297872340426,0.8257261410788381,0.5481389751281962,0.5513976581667654,0.07700577714453664,0.06835595335079139,25,210,84,1368,0.13930053349140487
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.65,0.12121212121212122,0.14423076923076922,0.1651376146788991,0.09574468085106383,0.8452874925903971,0.5287031546144813,0.5513976581667654,0.07700577714453664,0.04484836690723854,18,170,91,1408,0.1114404267931239
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.66,0.08239700374531835,0.09259259259259259,0.10091743119266056,0.06962025316455696,0.8547717842323651,0.5038807688282695,0.5513976581667654,0.07700577714453664,0.006549109187705153,11,147,98,1431,0.0936573799644339
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.67,0.06956521739130435,0.0718132854578097,0.07339449541284404,0.06611570247933884,0.8731475992886781,0.5008924314833548,0.5513976581667654,0.07700577714453664,0.0017005251645473922,8,113,101,1465,0.07172495554238292
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.68,0.07960199004975124,0.07575757575757576,0.07339449541284404,0.08695652173913043,0.890337877889745,0.510081278124673,0.5513976581667654,0.07700577714453664,0.021829213225378973,8,84,101,1494,0.054534676941315946
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.69,0.07100591715976332,0.06048387096774194,0.05504587155963303,0.1,0.9069353882631891,0.5104126696201208,0.5513976581667654,0.07700577714453664,0.027643271005143463,6,54,103,1524,0.03556609365737996
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.7,0.05128205128205128,0.041407867494824016,0.03669724770642202,0.0851063829787234,0.9122703023117961,0.5047237822816013,0.5513976581667654,0.07700577714453664,0.014112883740865736,4,43,105,1535,0.027860106698280974
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.71,0.027586206896551724,0.0211864406779661,0.01834862385321101,0.05555555555555555,0.916419679905157,0.4984011813816118,0.5513976581667654,0.07700577714453664,-0.005439652467644957,2,34,107,1544,0.02133965619442798
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.72,0.014705882352941176,0.01079913606911447,0.009174311926605505,0.037037037037037035,0.920569057498518,0.49634887966418995,0.5513976581667654,0.07700577714453664,-0.01430497044609031,1,26,108,1552,0.016004742145820983
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.73,0.015748031496062992,0.011013215859030838,0.009174311926605505,0.05555555555555555,0.9259039715471251,0.4992005906908059,0.5513976581667654,0.07700577714453664,-0.003825617315968398,1,17,108,1561,0.01066982809721399
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.74,0.0,0.0,0.0,0.0,0.9294605809128631,0.4968314321926489,0.5513976581667654,0.07700577714453664,-0.02029519452218241,0,10,109,1568,0.005927682276229994
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.75,0.0,0.0,0.0,0.0,0.9318316538233551,0.49809885931558934,0.5513976581667654,0.07700577714453664,-0.015701875083666984,0,6,109,1572,0.0035566093657379964
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.76,0.0,0.0,0.0,0.0,0.9330171902786011,0.4987325728770596,0.5513976581667654,0.07700577714453664,-0.012812907392210521,0,4,109,1574,0.0023710729104919974
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.77,0.0,0.0,0.0,0.0,0.9347954949614701,0.4996831432192649,0.5513976581667654,0.07700577714453664,-0.006400751466496426,0,1,109,1577,0.0005927682276229994
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.78,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5513976581667654,0.07700577714453664,0.0,0,0,109,1578,0.0
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.79,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5513976581667654,0.07700577714453664,0.0,0,0,109,1578,0.0
with_billing_zip,CatBoost,CatBoost_weighted_depth4_lr0.06_iter150_spw20.0,original,0.8,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5513976581667654,0.07700577714453664,0.0,0,0,109,1578,0.0
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.01,0.12151616499442586,0.25695426685525696,1.0,0.06468842729970327,0.06579727326615294,0.5006337135614702,0.5952866827129917,0.10146782928724273,0.009054715197067445,109,1576,0,2,0.998814463544754
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.02,0.12165178571428571,0.25719679093912223,1.0,0.0647653000594177,0.06698280972139893,0.5012674271229405,0.5952866827129917,0.10146782928724273,0.012812907392210521,109,1574,0,4,0.997628927089508
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.03,0.12165178571428571,0.25719679093912223,1.0,0.0647653000594177,0.06698280972139893,0.5012674271229405,0.5952866827129917,0.10146782928724273,0.012812907392210521,109,1574,0,4,0.997628927089508
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.04,0.12165178571428571,0.25719679093912223,1.0,0.0647653000594177,0.06698280972139893,0.5012674271229405,0.5952866827129917,0.10146782928724273,0.012812907392210521,109,1574,0,4,0.997628927089508
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.05,0.1218557853549469,0.2575614366729679,1.0,0.06488095238095239,0.06876111440426794,0.5022179974651457,0.5952866827129917,0.10146782928724273,0.01696501033994349,109,1571,0,7,0.995850622406639
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.06,0.1218557853549469,0.2575614366729679,1.0,0.06488095238095239,0.06876111440426794,0.5022179974651457,0.5952866827129917,0.10146782928724273,0.01696501033994349,109,1571,0,7,0.995850622406639
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.07,0.1218557853549469,0.2575614366729679,1.0,0.06488095238095239,0.06876111440426794,0.5022179974651457,0.5952866827129917,0.10146782928724273,0.01696501033994349,109,1571,0,7,0.995850622406639
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.08,0.12080536912751678,0.2553191489361702,0.9908256880733946,0.06432400238237046,0.06816834617664493,0.497630841501843,0.5952866827129917,0.10146782928724273,-0.016955887201203057,108,1571,1,7,0.995257854179016
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.09,0.1208729714605484,0.2554399243140965,0.9908256880733946,0.06436233611442194,0.06876111440426794,0.4979476982825781,0.5952866827129917,0.10146782928724273,-0.013852262718637322,108,1570,1,8,0.994665085951393
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.1,0.12094064949608063,0.2555608140085187,0.9908256880733946,0.06440071556350627,0.06935388263189093,0.49826455506331324,0.5952866827129917,0.10146782928724273,-0.011115808375910917,108,1569,1,9,0.99407231772377
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.11,0.1210762331838565,0.25580293699668405,0.9908256880733946,0.06447761194029851,0.07053941908713693,0.4988982686247835,0.5952866827129917,0.10146782928724273,-0.00644576447926058,108,1567,1,11,0.992886781268524
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.12,0.12114413909141895,0.2559241706161137,0.9908256880733946,0.06451612903225806,0.07113218731475993,0.49921512540551854,0.5952866827129917,0.10146782928724273,-0.004413139062970722,108,1566,1,12,0.992294013040901
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.13,0.12121212121212122,0.25604551920341395,0.9908256880733946,0.06455469216975493,0.07172495554238292,0.49953198218625366,0.5952866827129917,0.10146782928724273,-0.002536571679518515,108,1565,1,13,0.991701244813278
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.14,0.12056338028169014,0.25451950523311134,0.981651376146789,0.06422569027611044,0.07468879668049792,0.49684596690736155,0.5952866827129917,0.10146782928724273,-0.013986718809814199,107,1559,2,19,0.9875518672199171
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.15,0.12069937958262832,0.25476190476190474,0.981651376146789,0.06430288461538461,0.07587433313574392,0.49747968046883173,0.5952866827129917,0.10146782928724273,-0.010685916347695648,107,1557,2,21,0.9863663307646711
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.16,0.12090395480225989,0.25512637100619934,0.981651376146789,0.06441902468392535,0.07765263781861292,0.4984302508110371,0.5952866827129917,0.10146782928724273,-0.0062654969254095335,107,1554,2,24,0.9845880260818021
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.17,0.12104072398190045,0.2553699284009546,0.981651376146789,0.0644966847498493,0.07883817427385892,0.4990639643725073,0.5952866827129917,0.10146782928724273,-0.0036023583655782985,107,1552,2,26,0.983402489626556
without_billing_zip,LogisticRegression,LogisticRegression_original_balanced_C0.03,original,0.18,0.12124645892351275,0.255736137667304,0.981651376146789,0.0646135265700483,0.08061647895672792,0.5000145347147126,0.5952866827129917,0.10146782928724273,5.320987550244399e-05,107,1549,2,29,0.981624184943687
